Country,UNESCO World Heritage List,Category,Paul,Ruth,Ben,Shaz,Description,Justification,Date Inscribed,Unique Number,ID Number
Kenya,Kenya Lake System in the Great Rift Valley,Natural,N,N,N,N,"<p>The Kenya Lake System in the Great Rift Valley , a natural property of outstanding beauty, comprises three inter-linked relatively shallow lakes (Lake Bogoria, Lake Nakuru and Lake Elementaita) in the Rift Valley Province of Kenya and covers a total area of 32,034 hectares. The property is home to 13 globally threatened bird species and some of the highest bird diversities in the world. It is the single most important foraging site for the lesser flamingo anywhere, and a major nesting and breeding ground for great white pelicans. The property features sizeable mammal populations, including black rhino, Rothschild's giraffe, greater kudu, lion, cheetah and wild dogs and is valuable for the study of ecological processes of major importance.</p>",,2011,1749,1060
Kenya,Sacred Mijikenda Kaya Forests,Cultural,N,N,N,N,"<p>The Mijikenda Kaya Forests consist of 11 separate forest sites spread over some 200 km along the coast containing the remains of numerous fortified villages, known as kayas, of the Mijikenda people. The kayas, created as of the 16th century but abandoned by the 1940s, are now regarded as the abodes of ancestors and are revered as sacred sites and, as such, are maintained as by councils of elders. The site is inscribed as bearing unique testimony to a cultural tradition and for its direct link to a living tradition.</p>",,2008,1589,1231
Kenya,"Fort Jesus, Mombasa",Cultural,N,N,N,N,"<p>The Fort, built by the Portuguese in 1593-1596 to the designs of Giovanni Battista Cairati to protect the port of Mombasa, is one of the most outstanding and well preserved examples of 16th Portuguese military fortification and a landmark in the history of this type of construction. The Fort's layout and form reflected the Renaissance ideal that perfect proportions and geometric harmony are to be found in the human body. The property covers an area of 2.36 hectares and includes the fort's moat and immediate surroundings.</p>",,2011,1847,1295
Kiribati,Phoenix Islands Protected Area,Natural,N,N,N,N,"<p>The Phoenix Island Protected Area (PIPA) is a 408,250 sq.km expanse of marine and terrestrial habitats in the Southern Pacific Ocean. The property encompasses the Phoenix Island Group, one of three island groups in Kiribati, and is the largest designated Marine Protected Area in the world. PIPA conserves one of the world's largest intact oceanic coral archipelago ecosystems, together with 14 known underwater sea mounts (presumed to be extinct volcanoes) and other deep-sea habitats. The area contains approximately 800 known species of fauna, including about 200 coral species, 500 fish species, 18 marine mammals and 44 bird species. The structure and functioning of PIPA's ecosystems illustrates its pristine nature and importance as a migration route and reservoir. This is the first site in Kiribati to be inscribed on the World Heritage List.</p>",,2010,1683,1325
Kyrgyzstan,Sulaiman-Too Sacred Mountain,Cultural,N,N,N,N,"<p>Sulaiman-Too Sacred Mountain Kyrgyzstan dominates the Fergana Valley and forms the backdrop to the city of Osh, at the crossroads of important routes on the Central Asian Silk Roads. For more than one and a half millennia, Sulaiman was a beacon for travellers revered as a sacred mountain. Its five peaks and slopes contain numerous ancient places of worship and caves with petroglyphs as well as two largely reconstructed 16th century mosques. One hundred and one sites with petroglyphs representing humans and animals as well as geometrical forms have been indexed in the property so far. The site numbers 17 places of worship, which are still in use, and many that are not. Dispersed around the mountain peaks they are connected by footpaths. The cult sites are believed to provide cures for barrenness, headaches, and back pain and give the blessing of longevity. Veneration for the mountain blends pre-Islamic and Islamic beliefs. The site is believed to represent the most complete example of a sacred mountain anywhere in Central Asia, worshipped over several millennia.</p>",,2009,1699,1230
Lao People's Democratic Republic,Town of Luang Prabang,Cultural,N,N,N,N,"<p>Luang Prabang is an outstanding example of the fusion of traditional architecture and Lao urban structures with those built by the European colonial authorities in the 19th and 20th centuries. Its unique, remarkably well-preserved townscape illustrates a key stage in the blending of these two distinct cultural traditions.</p>",,1995,1954,479
Lao People's Democratic Republic,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,Cultural,N,N,N,N,"<p>The Champasak cultural landscape, including the Vat Phou Temple complex, is a remarkably well-preserved planned landscape more than 1,000 years old. It was shaped to express the Hindu vision of the relationship between nature and humanity, using an axis from mountain top to river bank to lay out a geometric pattern of temples, shrines and waterworks extending over some 10 km. Two planned cities on the banks of the Mekong River are also part of the site, as well as Phou Kao mountain. The whole represents a development ranging from the 5th to 15th centuries, mainly associated with the Khmer Empire.</p>","<p>Criterion iii The Temple Complex of Vat Phou bears exceptional testimony to the cultures of south-east Asia, and in particular to the Khmer Empire which dominated the region in the 10th&ndash;14th centuries. Criterion iv The Vat Phou complex is an outstanding example of the integration of symbolic landscape of great spiritual significance to its natural surroundings. Criterion vi Contrived to express the Hindu version of the relationship between nature and humanity, Vat Phou exhibits a remarkable complex of monuments and other structures over an extensive area between river and mountain, some of outstanding architecture, many containing great works of art, and all expressing intense religious conviction and commitment.</p>",2001,560,481
Latvia,Historic Centre of Riga,Cultural,Y,Y,Y,Y,"<p>Riga was a major centre of the Hanseatic League, deriving its prosperity in the 13thñ15th centuries from the trade with central and eastern Europe. The urban fabric of its medieval centre reflects this prosperity, though most of the earliest buildings were destroyed by fire or war. Riga became an important economic centre in the 19th century, when the suburbs surrounding the medieval town were laid out, first with imposing wooden buildings in neoclassical style and then in <em>Jugendstil</em> . It is generally recognized that Riga has the finest collection of art nouveau buildings in Europe.</p>","<p>The Committee decided to inscribe this property on the basis of <em>criteria (i) and (ii)</em>, considering that the historic centre of Riga, while retaining its medieval and later urban fabric relatively intact, is of outstanding universal value by virtue of the quality and the quantity of its Art Nouveau/Jugendstil architecture, which is unparalleled anywhere in the world, and its 19th century architecture in wood.</p>",1997,1003,852
Lebanon,Anjar,Cultural,N,N,N,N,"<p>The city of Anjar was founded by Caliph Walid I at the beginning of the 8th century. The ruins reveal a very regular layout, reminiscent of the palace-cities of ancient times, and are a unique testimony to city planning under the Umayyads.</p>",,1984,329,293
Lebanon,Baalbek,Cultural,N,N,N,N,"<p>This Phoenician city, where a triad of deities was worshipped, was known as Heliopolis during the Hellenistic period. It retained its religious function during Roman times, when the sanctuary of the Heliopolitan Jupiter attracted thousands of pilgrims. Baalbek, with its colossal structures, is one of the finest examples of Imperial Roman architecture at its apogee.</p>",,1984,330,294
Lebanon,Byblos,Cultural,N,N,N,N,"<p>The ruins of many successive civilizations are found at Byblos, one of the oldest Phoenician cities. Inhabited since Neolithic times, it has been closely linked to the legends and history of the Mediterranean region for thousands of years. Byblos is also directly associated with the history and diffusion of the Phoenician alphabet.</p>",,1984,331,295
Lebanon,Tyre,Cultural,N,N,N,N,"<p>According to legend, purple dye was invented in Tyre. This great Phoenician city ruled the seas and founded prosperous colonies such as Cadiz and Carthage, but its historical role declined at the end of the Crusades. There are important archaeological remains, mainly from Roman times.</p>",,1984,335,299
Lebanon,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),Cultural,N,N,N,N,"<p>The Qadisha valley is one of the most important early Christian monastic settlements in the world. Its monasteries, many of which are of a great age, stand in dramatic positions in a rugged landscape. Nearby are the remains of the great forest of cedars of Lebanon, highly prized in antiquity for the construction of great religious buildings.</p>",<p>Criterion iii: The Qadisha Valley has been the site of monastic communities continuously since the earliest years of Christianity. The trees in the Cedar Forest are survivors of a sacred forest and of one of the most highly prized building materials of the ancient world. Criterion iv: The monasteries of the Qadisha Valley are the most significant surviving examples of this fundamental demonstration of Christian faith.</p>,1998,1001,850
Libya,Archaeological Site of Leptis Magna,Cultural,N,N,N,N,"<p>Leptis Magna was enlarged and embellished by Septimius Severus, who was born there and later became emperor. It was one of the most beautiful cities of the Roman Empire, with its imposing public monuments, harbour, market-place, storehouses, shops and residential districts.</p>",,1982,203,183
Libya,Archaeological Site of Sabratha,Cultural,N,N,N,N,"<p>A Phoenician trading-post that served as an outlet for the products of the African hinterland, Sabratha was part of the short-lived Numidian Kingdom of Massinissa before being Romanized and rebuilt in the 2nd and 3rd centuries A.D.</p>",,1982,204,184
Libya,Archaeological Site of Cyrene,Cultural,N,N,N,N,"<p>A colony of the Greeks of Thera, Cyrene was one of the principal cities in the Hellenic world. It was Romanized and remained a great capital until the earthquake of 365. A thousand years of history is written into its ruins, which have been famous since the 18th century.</p>",,1982,211,190
Libya,Rock-Art Sites of Tadrart Acacus,Cultural,N,N,N,N,"<p>On the borders of Tassili N'Ajjer in Algeria, also a World Heritage site, this rocky massif has thousands of cave paintings in very different styles, dating from 12,000 B.C. to A.D. 100. They reflect marked changes in the fauna and flora, and also the different ways of life of the populations that succeeded one another in this region of the Sahara.</p>",,1985,321,287
Libya,Old Town of GhadamËs,Cultural,N,N,N,N,"<p>GhadamËs, known as 'the pearl of the desert', stands in an oasis. It is one of the oldest pre-Saharan cities and an outstanding example of a traditional settlement. Its domestic architecture is characterized by a vertical division of functions: the ground floor used to store supplies; then another floor for the family, overhanging covered alleys that create what is almost an underground network of passageways; and, at the top, open-air terraces reserved for the women.</p>",,1986,415,362
Lithuania,Vilnius Historic Centre,Cultural,N,N,Y,Y,"<p>Political centre of the Grand Duchy of Lithuania from the 13th to the end of the 18th century, Vilnius has had a profound influence on the cultural and architectural development of much of eastern Europe. Despite invasions and partial destruction, it has preserved an impressive complex of Gothic, Renaissance, Baroque and classical buildings as well as its medieval layout and natural setting.</p>",,1994,1929,541
Lithuania,Kernav?  Archaeological Site (Cultural Reserve of Kernav?),Cultural,N,N,N,N,"<p>The Kernav? Archaeological site, about 35 km north-west of Vilnius in eastern Lithuania, represents an exceptional testimony to some 10 millennia of human settlements in this region. Situated in the valley of the River Neris, the site is a complex ensemble of archaeological properties, encompassing the town of Kernav?, forts, some unfortified settlements, burial sites and other archaeological, historical and cultural monuments from the late Palaeolithic Period to the Middle Ages. The site of 194,4 ha has preserved the traces of ancient land-use, as well as remains of five impressive hill forts, part of an exceptionally large defence system. Kernav? was an important feudal town in the Middle Ages. The town was destroyed by the Teutonic Order in the late 14th century, however the site remained in use until modern times.</p>","<p><em>Criterion (iii):</em> The archaeological site of Kernave presents an exceptional testimony to the evolution of human settlements in the Baltic region in Europe over the period of some 10 millennia. The site has exceptional evidence of the contact of Pagan and Christian funeral traditions.</p>

<p><em>Criterion (iv):</em> The settlement patterns and the impressive hill-forts represent outstanding examples of the development of such types of structures and the history of their use in the pre-Christian era.</p>",2004,1317,1137
Luxembourg,City of Luxembourg: its Old Quarters and Fortifications,Cultural,N,N,Y,Y,"<p>Because of its strategic position, Luxembourg was, from the 16th century until 1867, when its walls were dismantled, one of Europe's greatest fortified sites. It was repeatedly reinforced as it passed from one great European power to another: the Holy Roman Emperors, the House of Burgundy, the Habsburgs, the French and Spanish kings, and finally the Prussians. Until their partial demolition, the fortifications were a fine example of military architecture spanning several centuries.</p>",,1994,827,699
Madagascar,Tsingy de Bemaraha Strict Nature Reserve,Natural,N,N,N,N,"<p>Tsingy de Bemaraha Strict Nature Reserve comprises karstic landscapes and limestone uplands cut into impressive 'tsingy' peaks and a 'forest' of limestone needles, the spectacular canyon of the Manambolo river, rolling hills and high peaks. The undisturbed forests, lakes and mangrove swamps are the habitat for rare and endangered lemurs and birds.</p>",,1990,576,494
Madagascar,Royal Hill of Ambohimanga,Cultural,N,N,N,N,"<p>The Royal Hill of Ambohimanga consists of a royal city and burial site, and an ensemble of sacred places. It is associated with strong feelings of national identity, and has maintained its spiritual and sacred character both in ritual practice and the popular imagination for the past 500 years. It remains a place of worship to which pilgrims come from Madagascar and elsewhere.</p>","<p>Criterion iii The Royal Hill of Ambohimanga is the most significant symbol of the cultural identity of the people of Madagascar. Criterion iv The traditional design, materials, and layout of the Royal Hill of Ambohimanga are representative of the social and political structure of Malagasy society from at least the 16th century. Criterion vi The Royal Hill of Ambohimanga an exceptional example of a place where, over centuries, common human experience has been focused in memory, ritual, and prayer.</p>",2001,1111,950
Madagascar,Rainforests of the Atsinanana,Natural,N,N,N,N,"<p>The Rainforests of the Atsinanana comprise six national parks distributed along the eastern part of the island. These relict forests are critically important for maintaining ongoing ecological processes necessary for the survival of Madagascar&rsquo;s unique biodiversity, which reflects the island&rsquo;s geological history. Having completed its separation from all other land masses more than 60 million years ago, Madagascar&rsquo;s plant and animal life evolved in isolation. The rainforests are inscribed for their importance to both ecological and biological processes as well as their biodiversity and the threatened species they support. Many species are rare and threatened especially primates and lemurs.</p>",,2007,1434,1257
Malawi,Lake Malawi National Park,Natural,N,N,N,N,"<p>Located at the southern end of the great expanse of Lake Malawi, with its deep, clear waters and mountain backdrop, the national park is home to many hundreds of fish species, nearly all endemic. Its importance for the study of evolution is comparable to that of the finches of the Galapagos Islands.</p>",,1984,323,289
Malawi,Chongoni Rock-Art Area,Cultural,N,N,N,N,"<p>Situated within a cluster of forested granite hills and covering an area of 126.4 km2, high up the plateau of central Malawi, the 127 sites of this area feature the richest concentration of rock art in Central Africa. They reflect the comparatively scarce tradition of farmer rock art, as well as paintings by BaTwa hunter-gatherers who inhabited the area from the late Stone Age. The Chewa agriculturalists, whose ancestors lived there from the late Iron Age, practised rock painting until well into the 20th century. The symbols in the rock art, which are strongly associated with women, still have cultural relevance amongst the Chewa, and the sites are actively associated with ceremonies and rituals.</p>",,2006,1450,476
Malaysia,Kinabalu Park,Natural,Y,Y,Y,N,"<p>Kinabalu Park, in the State of Sabah on the northern end of the island of Borneo, is dominated by Mount Kinabalu (4,095 m), the highest mountain between the Himalayas and New Guinea. It has a very wide range of habitats, from rich tropical lowland and hill rainforest to tropical mountain forest, sub-alpine forest and scrub on the higher elevations. It has been designated as a Centre of Plant Diversity for Southeast Asia and is exceptionally rich in species with examples of flora from the Himalayas, China, Australia, Malaysia, as well as pan-tropical flora.</p>","<p>Criteria (ix) and (x): The site has a diverse biota and high endemism. The altitudinal and climatic gradient from tropical forest to alpine conditions combine with precipitous topography, diverse geology and frequent climate oscillations to provide conditions ideal for the development of new species. The Park contains high biodiversity with representatives from more than half the families of all flowering plants. The majority of Borneo&rsquo;s mammals, birds, amphibians and invertebrates (many threatened and vulnerable) occur in the Park.</p>",2000,1182,1012
Malaysia,Gunung Mulu National Park,Natural,Y,Y,N,N,"<p>Important both for its high biodiversity and for its karst features, Gunung Mulu National Park, on the island of Borneo in the State of Sarawak, is the most studied tropical karst area in the world. The 52,864-ha park contains seventeen vegetation zones, exhibiting some 3,500 species of vascular plants. Its palm species are exceptionally rich, with 109 species in twenty genera noted. The park is dominated by Gunung Mulu, a 2,377 m-high sandstone pinnacle. At least 295 km of explored caves provide a spectacular sight and are home to millions of cave swiftlets and bats. The Sarawak Chamber, 600 m by 415 m and 80 m high, is the largest known cave chamber in the world.</p>","<p>Criteria (vii), (viii), (ix) and (x): The concentration of caves in Mulu's Melinau Formation with its geomorphic and structural characteristics is an outstanding feature which allows a greater understanding of Earth's history. The caves of Mulu are important for their classic features of underground geomorphology, demonstrating an evolutionary history of more than 1.5 million years. One of the world's finest examples of the collapse process in Karstic terrain can be also found. GMNP provides outstanding scientific opportunities to study theories on the origins of cave faunas. With its deeply-incised canyons, wild rivers, rainforest-covered mountains, spectacular limestone pinnacles, cave passages and decorations, Mulu has outstanding scenic values. GMNP also provides significant natural habitat for a wide range of plant and animal diversity both above and below ground. It is botanically-rich in species and high in endemism, including one of the richest sites in the world for palm species.</p>",2000,1183,1013
Malaysia,"Melaka and George Town, Historic Cities of the Straits of Malacca",Cultural,N,N,N,N,"<p>Melaka and George Town, historic cities of the Straits of Malacca have developed over 500 years of trading and cultural exchanges between East and West in the Straits of Malacca. The influences of Asia and Europe have endowed the towns with a specific multicultural heritage that is both tangible and intangible. With its government buildings, churches, squares and fortifications, Melaka demonstrates the early stages of this history originating in the 15th-century Malay sultanate and the Portuguese and Dutch periods beginning in the early 16th century. Featuring residential and commercial buildings, George Town represents the British era from the end of the 18th century. The two towns constitute a unique architectural and cultural townscape without parallel anywhere in East and Southeast Asia.</p>",,2008,1871,1223
Malaysia,Archaeological Heritage of the Lenggong Valley,Cultural,N,N,N,N,"<p>Situated in the lush Lenggong Valley, the property includes four archaeological sites in two clusters which span close to 2&nbsp;million years, one of the longest records of early man in a single locality, and the oldest outside the African continent. It features open-air and cave sites with Palaeolithic tool workshops, evidence of early technology. The number of sites found in the relatively contained area suggests the presence of a fairly large, semi-sedentary population with cultural remains from the Palaeolithic, Neolithic and Metal ages.</p>",,2012,1820,1396
Mali,Old Towns of DjennÈ,Cultural,N,N,N,N,"<p>Inhabited since 250 B.C., DjennÈ became a market centre and an important link in the trans-Saharan gold trade. In the 15th and 16th centuries, it was one of the centres for the propagation of Islam. Its traditional houses, of which nearly 2,000 have survived, are built on hillocks (<em>toguere</em>) as protection from the seasonal floods.</p>",,1988,127,116
Mali,Timbuktu,Cultural,N,N,N,N,"<p>Home of the prestigious Koranic Sankore University and other <em>madrasas</em>, Timbuktu was an intellectual and spiritual capital and a centre for the propagation of Islam throughout Africa in the 15th and 16th centuries. Its three great mosques, Djingareyber, Sankore and Sidi Yahia, recall Timbuktu's golden age. Although continuously restored, these monuments are today under threat from desertification.</p>",,1988,131,119
Mali,Cliff of Bandiagara (Land of the Dogons),Mixed,N,N,N,N,"<p>The Bandiagara site is an outstanding landscape of cliffs and sandy plateaux with some beautiful architecture (houses, granaries, altars, sanctuaries and <em>Togu Na</em>, or communal meeting-places). Several age-old social traditions live on in the region (masks, feasts, rituals, and ceremonies involving ancestor worship). The geological, archaeological and ethnological interest, together with the landscape, make the Bandiagara plateau one of West Africa's most impressive sites.</p>",,1989,602,516
Mali,Tomb of Askia,Cultural,N,N,N,N,"<p>The dramatic 17-m pyramidal structure of the Tomb of Askia was built by Askia Mohamed, the Emperor of Songhai, in 1495 in his capital Gao. It bears testimony to the power and riches of the empire that flourished in the 15th and 16th centuries through its control of the trans-Saharan trade, notably in salt and gold. It is also a fine example of the monumental mud-building traditions of the West African Sahel. The complex, including the pyramidal tomb, two flat-roofed mosque buildings, the mosque cemetery and the open-air assembly ground, was built when Gao became the capital of the Songhai Empire and after Askia Mohamed had returned from Mecca and made Islam the official religion of the empire.</p>",,2004,1320,1139
Malta,?al Saflieni Hypogeum,Cultural,N,N,Y,Y,"<p>The Hypogeum is an enormous subterranean structure excavated c. 2500 B.C., using cyclopean rigging to lift huge blocks of coralline limestone. Perhaps originally a sanctuary, it became a necropolis in prehistoric times.</p>",,1980,142,130
Malta,City of Valletta,Cultural,N,N,Y,Y,"<p>The capital of Malta is inextricably linked to the history of the military and charitable Order of St John of Jerusalem. It was ruled successively by the Phoenicians, Greeks, Carthaginians, Romans, Byzantines, Arabs and the Order of the Knights of St John. Vallettaís 320 monuments, all within an area of 55 ha, make it one of the most concentrated historic areas in the world.</p>",,1980,143,131
Malta,Megalithic Temples of Malta,Cultural,N,N,Y,Y,"<p>Seven megalithic temples are found on the islands of Malta and Gozo, each the result of an individual development. The two temples of Ggantija on the island of Gozo are notable for their gigantic Bronze Age structures. On the island of Malta, the temples of Hagar Qin, Mnajdra and Tarxien are unique architectural masterpieces, given the limited resources available to their builders. The Ta'Hagrat and Skorba complexes show how the tradition of temple-building was handed down in Malta.</p>",,1980,2121,132
Marshall Islands,Bikini Atoll Nuclear Test Site,Cultural,N,N,N,N,"<p>In the wake of World War II, in a move closely related to the beginnings of the Cold War, the United States of America decided to resume nuclear testing in the Pacific Ocean, on Bikini Atoll in the Marshall archipelago. After the displacement of the local inhabitants, 67 nuclear tests were carried out from 1946 to 1958, including the explosion of the first H-bomb (1952). Bikini Atoll has conserved direct tangible evidence that is highly significant in conveying the power of the nuclear tests, i.e. the sunken ships sent to the bottom of the lagoon by the tests in 1946 and the gigantic Bravo crater. Equivalent to 7,000 times the force of the Hiroshima bomb, the tests had major consequences on the geology and natural environment of Bikini Atoll and on the health of those who were exposed to radiation. Through its history, the atoll symbolises the dawn of the nuclear age, despite its paradoxical image of peace and of earthly paradise. This is the first site from the Marshall Islands to be inscribed on the World Heritage List.</p>",,2010,1684,1339
Mauritania,Banc d'Arguin National Park,Natural,N,N,N,N,"<p>Fringing the Atlantic coast, the park comprises sand-dunes, coastal swamps, small islands and shallow coastal waters. The contrast between the harsh desert environment and the biodiversity of the marine zone has resulted in a land- and seascape of outstanding natural significance. A wide variety of migrating birds spend the winter there. Several species of sea turtle and dolphin, used by the fishermen to attract shoals of fish, can also be found.</p>",,1989,590,506
Mauritania,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",Cultural,N,N,N,N,"<p>Founded in the 11th and 12th centuries to serve the caravans crossing the Sahara, these trading and religious centres became focal points of Islamic culture. They have managed to preserve an urban fabric that evolved between the 12th and 16th centuries. Typically, houses with patios crowd along narrow streets around a mosque with a square minaret. They illustrate a traditional way of life centred on the nomadic culture of the people of the western Sahara.</p>","<p>The Committee decided to inscribe the nominated property on the World Heritage List on the basis of cultural criteria (iii), (iv) and (v) considering that these four ancient cities constitute exceptional examples of settlements built to serve the important trade routes of the Sahara Desert, and which were witness to cultural, social and economic contacts for many centuries.</p>",1996,884,750
Mauritius,Aapravasi Ghat,Cultural,N,N,N,N,"<p>In the district of Port Louis, lies the 1,640 m2 site where the modern indentured labour diaspora began. In 1834, the British Government selected the island of Mauritius to be the first site for what it called &lsquo;the great experiment&rsquo; in the use of &lsquo;free&rsquo; labour to replace slaves. Between 1834 and 1920, almost half a million indentured labourers arrived from India at Aapravasi Ghat to work in the sugar plantations of Mauritius, or to be transferred to Reunion Island, Australia, southern and eastern Africa or the Caribbean. The buildings of Aapravasi Ghat are among the earliest explicit manifestations of what was to become a global economic system and one of the greatest migrations in history.</p>",,2006,1404,1227
Mauritius,Le Morne Cultural Landscape,Cultural,N,N,N,N,"<p>Le Morne Cultural Landscape, a rugged mountain that juts into the Indian Ocean in the southwest of Mauritius was used as a shelter by runaway slaves, maroons, through the 18th and early years of the 19th centuries. Protected by the mountainís isolated, wooded and almost inaccessible cliffs, the escaped slaves formed small settlements in the caves and on the summit of Le Morne. The oral traditions associated with the maroons, have made Le Morne a symbol of the slavesí fight for freedom, their suffering, and their sacrifice, all of which have relevance to the countries from which the slaves came - the African mainland, Madagascar, India, and South-east Asia. Indeed, Mauritius, an important stopover in the eastern slave trade, also came to be known as the ìMaroon republicî because of the large number of escaped slaves who lived on Le Morne Mountain.</p>",,2008,1860,1259
Mexico,Sian Ka'an,Natural,N,N,Y,Y,"<p>In the language of the Mayan peoples who once inhabited this region, Sian Ka'an means 'Origin of the Sky'. Located on the east coast of the Yucat&aacute;n peninsula, this biosphere reserve contains tropical forests, mangroves and marshes, as well as a large marine section intersected by a barrier reef. It provides a habitat for a remarkably rich flora and a fauna comprising more than 300 species of birds, as well as a large number of the region's characteristic terrestrial vertebrates, which cohabit in the diverse environment formed by its complex hydrological system.</p>",,1987,473,410
Mexico,Pre-Hispanic City and National Park of Palenque,Cultural,N,N,N,N,"<p>A prime example of a Mayan sanctuary of the classical period, Palenque was at its height between AD 500 and 700, when its influence extended throughout the basin of the Usumacinta River. The elegance and craftsmanship of the buildings, as well as the lightness of the sculpted reliefs with their Mayan mythological themes, attest to the creative genius of this civilization.</p>",,1987,474,411
Mexico,Historic Centre of Mexico City and Xochimilco,Cultural,N,N,N,N,"<p>Built in the 16th century by the Spanish on the ruins of Tenochtitlan, the old Aztec capital, Mexico City is now one of the world's largest and most densely populated cities. It has five Aztec temples, the ruins of which have been identified, a cathedral (the largest on the continent) and some fine 19th- and 20th-century public buildings such as the Palacio de las Bellas Artes. Xochimilco lies 28 km south of Mexico City. With its network of canals and artificial islands, it testifies to the efforts of the Aztec people to build a habitat in the midst of an unfavourable environment. Its characteristic urban and rural structures, built since the 16th century and during the colonial period; have been preserved in an exceptional manner.</p>",,1987,475,412
Mexico,Pre-Hispanic City of Teotihuacan,Cultural,N,N,N,N,"<p>The holy city of Teotihuacan ('the place where the gods were created') is situated some 50 km north-east of Mexico City. Built between the 1st and 7th centuries A.D., it is characterized by the vast size of its monuments ñ in particular, the Temple of Quetzalcoatl and the Pyramids of the Sun and the Moon, laid out on geometric and symbolic principles. As one of the most powerful cultural centres in Mesoamerica, Teotihuacan extended its cultural and artistic influence throughout the region, and even beyond.</p>",,1987,477,414
Mexico,Historic Centre of Oaxaca and Archaeological Site of Monte Alb·n,Cultural,N,N,N,N,"<p>Inhabited over a period of 1,500 years by a succession of peoples &ndash; Olmecs, Zapotecs and Mixtecs &ndash; the terraces, dams, canals, pyramids and artificial mounds of Monte Alb&aacute;n were literally carved out of the mountain and are the symbols of a sacred topography. The nearby city of Oaxaca, which is built on a grid pattern, is a good example of Spanish colonial town planning. The solidity and volume of the city's buildings show that they were adapted to the earthquake-prone region in which these architectural gems were constructed.</p>",,1987,478,415
Mexico,Historic Centre of Puebla,Cultural,N,N,N,N,"<p>Puebla, which was founded <em>ex nihilo</em> in 1531, is situated about 100 km east of Mexico City, at the foot of the Popocatepetl volcano. It has preserved its great religious structures such as the 16th&ndash;17th-century cathedral and fine buildings like the old archbishop's palace, as well as a host of houses with walls covered in tiles (<em>azulejos</em>). The new aesthetic concepts resulting from the fusion of European and American styles were adopted locally and are peculiar to the Baroque district of Puebla.</p>",,1987,479,416
Mexico,Historic Town of Guanajuato and Adjacent Mines,Cultural,N,N,N,N,"<p>Founded by the Spanish in the early 16th century, Guanajuato became the world's leading silver-extraction centre in the 18th century. This past can be seen in its 'subterranean streets' and the 'Boca del Inferno', a mineshaft that plunges a breathtaking 600 m. The town's fine Baroque and neoclassical buildings, resulting from the prosperity of the mines, have influenced buildings throughout central Mexico. The churches of La CompaÒÌa and La Valenciana are considered to be among the most beautiful examples of Baroque architecture in Central and South America. Guanajuato was also witness to events which changed the history of the country.</p>",,1988,561,482
Mexico,Pre-Hispanic City of Chichen-Itza,Cultural,N,N,Y,Y,"<p>This sacred site was one of the greatest Mayan centres of the Yucat&aacute;n peninsula. Throughout its nearly 1,000-year history, different peoples have left their mark on the city. The Maya and Toltec vision of the world and the universe is revealed in their stone monuments and artistic works. The fusion of Mayan construction techniques with new elements from central Mexico make Chichen-Itza one of the most important examples of the Mayan-Toltec civilization in Yucat&aacute;n. Several buildings have survived, such as the Warriors&rsquo; Temple, El Castillo and the circular observatory known as El Caracol.</p>",,1988,562,483
Mexico,Whale Sanctuary of El Vizcaino,Natural,N,N,N,N,"<p>Located in the central part of the peninsula of Baja California, the sanctuary contains some exceptionally interesting ecosystems. The coastal lagoons of Ojo de Liebre and San Ignacio are important reproduction and wintering sites for the grey whale, harbour seal, California sea lion, northern elephant-seal and blue whale. The lagoons are also home to four species of the endangered marine turtle.</p>",,1993,652,554
Mexico,"Archaeological Zone of PaquimÈ, Casas Grandes",Cultural,N,N,N,N,"<p>Paquim&eacute;, Casas Grandes, which reached its apogee in the 14th and 15th centuries, played a key role in trade and cultural contacts between the Pueblo culture of the south-western United States and northern Mexico and the more advanced civilizations of Mesoamerica. The extensive remains, only part of which have been excavated, are clear evidence of the vitality of a culture which was perfectly adapted to its physical and economic environment, but which suddenly vanished at the time of the Spanish Conquest.</p>","<p>Criterion iii: Paquim&eacute; Casas Grandes bears eloquent and abundant testimony to an important element in the cultural evolution of North America, and in particular to prehispanic commercial and cultural links. Criterion iv: The extensive remains of the archaeological site of Paquim&eacute; Casas Grandes provide exceptional evidence of the development of adobe architecture in North America, and in particular of the blending of this with the more advanced techniques of Mesoamerica.</p>",1998,662,560
Mexico,Historic Centre of Morelia,Cultural,N,N,N,N,"<p>Built in the 16th century, Morelia is an outstanding example of urban planning which combines the ideas of the Spanish Renaissance with the Mesoamerican experience. Well-adapted to the slopes of the hill site, its streets still follow the original layout. More than 200 historic buildings, all in the region's characteristic pink stone, reflect the town's architectural history, revealing a masterly and eclectic blend of the medieval spirit with Renaissance, Baroque and neoclassical elements. Morelia was the birthplace of several important personalities of independent Mexico and has played a major role in the country's history.</p>",,1991,692,585
